티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가
458870.KQ,씨어스테크놀로지,151100.0,135000.0,2026-01-20,2026-03-21,1093.52,Rect Bottom,,0.0,120899.99999999999,162500.0
445680.KQ,큐리옥스바이오시스템즈,123600.0,119500.0,2026-01-21,2026-03-22,410.74,Triple Bottom,,0.0,112808.99999999999,151625.0
126340.KQ,비나텍,84600.0,77669.90625,2026-01-02,2026-03-03,248.55,Rect Bottom,,0.0,75795.0,101875.0
267250.KS,HD현대,247500.0,226500.0,2026-01-12,2026-03-13,221.91,Rect Bottom,,0.0,211110.0,283750.0
004800.KS,효성,157000.0,140700.0,2026-01-15,2026-03-16,194.56,Triple Bottom,,0.0,137640.0,185000.0
226950.KQ,올릭스,138400.0,141300.0,2026-01-05,2026-03-06,193.22,Rect Bottom,,0.0,136059.0,182875.0
000155.KS,두산우,508000.0,504000.0,2026-01-14,2026-03-15,188.64,Triple Bottom,,0.0,486389.99999999994,653750.0
267260.KS,HD현대일렉트릭,878000.0,868000.0,2026-01-12,2026-03-13,180.27,Rect Bottom,,0.0,833280.0,1120000.0
039030.KQ,이오테크닉스,314000.0,300920.1875,2026-01-05,2026-03-06,172.86,Rect Bottom,,0.0,287835.0,386875.0
039490.KS,키움증권,345000.0,300460.65625,2026-01-02,2026-03-03,171.02,Rect Bottom,,0.0,276210.0,371250.0
099440.KQ,스맥,7170.0,7070.0,2026-01-21,2026-03-22,165.06,Rect Bottom,,0.0,6872.7,9237.5
006730.KQ,서부T&D,14660.0,13100.0,2026-01-14,2026-03-15,156.1,Triple Bottom,,0.0,12582.9,16912.5
300080.KQ,플리토,17090.0,16980.0,2026-01-26,2026-03-27,154.44,Triple Bottom,,0.0,15893.699999999999,21362.5
010120.KS,LS ELECTRIC,505000.0,518000.0,2026-01-14,2026-03-15,148.77,Rect Bottom,,0.0,498479.99999999994,670000.0
071050.KS,한국금융지주,198100.0,182300.0,2026-01-16,2026-03-17,146.39,Rect Bottom,,0.0,170283.0,228875.0
001270.KS,부국증권,66600.0,61100.0,2026-01-16,2026-03-17,141.74,Triple Bottom,,0.0,59147.99999999999,79500.0
00088K.KS,한화3우B,49800.0,43900.0,2026-01-13,2026-03-14,140.58,Rect Bottom,,0.0,41292.0,55500.0
195870.KS,해성디에스,57500.0,55870.0,2026-01-26,2026-03-27,139.58,Inv H&S,,0.0,53475.0,71875.0
071055.KS,한국금융지주우,143000.0,138500.0,2026-01-23,2026-03-24,138.33,Rect Bottom,,0.0,133362.0,179250.0
170920.KQ,엘티씨,23550.0,23600.0,2026-01-21,2026-03-22,137.72,Rect Bottom,,0.0,22180.5,29812.5
103590.KS,일진전기,61300.0,60400.0,2026-01-05,2026-03-06,135.77,Triple Bottom,,0.0,59054.99999999999,79375.0
115310.KQ,인포바인,72600.0,74788.890625,2026-01-20,2026-03-21,135.2,Triple Bottom,,0.0,67890.0,91250.0
000157.KS,두산2우B,431000.0,452500.0,2026-01-20,2026-03-21,135.13,Triple Bottom,,0.0,418965.0,563125.0
950160.KQ,코오롱티슈진,88600.0,82600.0,2026-01-23,2026-03-24,132.55,Rect Bottom,,0.0,78027.0,104875.0
218410.KQ,RFHIC,35400.0,36640.4609375,2026-01-06,2026-03-07,129.37,Triple Bottom,,0.0,35340.0,47500.0
014680.KS,한솔케미칼,267500.0,248000.0,2026-01-05,2026-03-06,128.83,Rect Bottom,,0.0,228314.99999999997,306875.0
001440.KS,대한전선,26950.0,24400.0,2026-01-05,2026-03-06,126.85,Rect Bottom,,0.0,25063.5,33687.5
034730.KS,SK,294500.0,279500.0,2026-01-06,2026-03-07,125.94,Rect Bottom,,0.0,265050.0,356250.0
131970.KQ,두산테스나,56500.0,53800.0,2026-01-02,2026-03-03,123.32,Rect Bottom,,0.0,52080.0,70000.0
064760.KQ,티씨케이,189200.0,173900.0,2026-01-23,2026-03-24,122.92,Rect Bottom,,0.0,172050.0,231250.0
